Typ;Nr.;Name;d;X;Y;latitude;longitude;Untergeordnete Exportnummer;HAFAS Nr.
Zugang;19;Zugang (Treppe) Friedrich-/Georgen-/Dorotheenstraße;0;4594363;5821661;52.519.919;13.388.674;9702019;
Zwischenpunkt;34;Zwischengeschoss Spreeufer (Rolltreppe zum Bahnsteig U6);-1;4594350;5821680;52.520.092;13.388.488;9702034;
Zwischenpunkt;27;Bahnsteig U6 (Treppe zum Zwischengeschoss Spreeufer);-3;4594349;5821679;52.520.083;13.388.473;9702027;
Zwischenpunkt;66;Ladenstraße/Verteiler S1/2/25 (Treppe zur Ladenstraße);1;4594349;5821679;52.520.083;13.388.473;9702066;
Zwischenpunkt;89;Bahnsteig S5/7/75/3 (Rolltreppe zur Zwischenebene);3;4594350;5821680;52.520.092;13.388.488;9702089;
Zwischenpunkt;81;Zwischenebene (Treppe2 zum Bahnsteig S5/7/75/3);2;4594350;5821680;52.520.092;13.388.488;9702081;
Zwischenpunkt;96;Bahnsteig Gleis 3/4 (Aufzug zur Ladenstraße);3;4594350;5821679;52.520.083;13.388.488;9702096;
Zwischenpunkt;95;Bahnsteig Gleis 3/4 (Rolltreppe zur Ladenstraße);3;4594350;5821680;52.520.092;13.388.488;9702095;
Zwischenpunkt;101;Bahnsteig Gleis 1/2  (Treppe zur Ladenstraße);3;4594350;5821679;52.520.083;13.388.488;9702101;
Zwischenpunkt;111;Zwischengeschoss Ladenstraße (Rolltreppe zum Treppenabsatz Ladenstraße);1;4594350;5821680;52.520.092;13.388.488;9702111;
ÖV;2;Bahnsteig S5/7/75/3 Gleis 5, 6;3;4594278;5821694;52.520.230;13.387.431;9702002;
Zwischenpunkt;49;Treppenabsatz Ladenstraße (Treppe zur Ladenstraße);-1;4594349;5821680;52.520.092;13.388.473;9702049;
Zugang und ÖV;23;Bushaltestelle Friedrichstraße hinter Reichstagufer;0;4594329;5821713;52.520.392;13.388.188;9702023;
Zwischenpunkt;57;Bahnsteig S1/2/25 (Treppe zum Treppenabsatz Georgenstraße);-3;4594350;5821680;52.520.092;13.388.488;9702057;
Zwischenpunkt;45;Zwischengeschoss Georgenstraße (Treppe zum Treppenabsatz Ladenstraße);-2;4594350;5821680;52.520.092;13.388.488;9702045;
Zwischenpunkt;40;Zwischengeschoss Georgenstraße (Treppe1 zum Bahnsteig U6);-2;4594349;5821680;52.520.092;13.388.473;9702040;
Zwischenpunkt;55;Bahnsteig S1/2/25 (Treppe zur Ladenstraße/Verteiler S1/2/25);-3;4594350;5821679;52.520.083;13.388.488;9702055;
Zwischenpunkt;84;Zwischenebene (Treppe zum Zwischengeschoss Ladenstraße);2;4594350;5821680;52.520.092;13.388.488;9702084;
Zwischenpunkt;75;Ladenstraße (Aufzug zum Bahnsteig Gleis 3/4);0;4594349;5821679;52.520.083;13.388.473;9702075;
Zwischenpunkt;78;Ladenstraße (Treppe zum Bahnsteig Gleis 1/2);0;4594350;5821679;52.520.083;13.388.488;9702078;
Zwischenpunkt;99;Bahnsteig Gleis 1/2  (Rolltreppe zur Ladenstraße);3;4594350;5821680;52.520.092;13.388.488;9702099;
Zugang;16;Zugang (Treppe) Georgen-/Neustädtische Straße;0;4594145;5821642;52.519.786;13.385.458;9702016;
ÖV;1;Bahnsteig U6;-3;4594330;5821747;52.520.698;13.388.212;9702001;
Zwischenpunkt;47;Zwischengeschoss Georgenstraße (Treppe Friedrichstraße/Georgen-/Dorotheenstraße);-2;4594350;5821679;52.520.083;13.388.488;9702047;
Zwischenpunkt;48;Treppenabsatz Ladenstraße (Treppe zum Zwischengeschoss Georgenstraße);-1;4594350;5821680;52.520.092;13.388.488;9702048;
Zwischenpunkt;31;Bahnsteig U6  (Aufzug zum Zwischengeschoss Georgenstraße);-3;4594350;5821680;52.520.092;13.388.488;9702031;
Zugang;15;Zugang (Treppe) Reichstagsufer/S1/2/25;0;4594277;5821815;52.521.318;13.387.451;9702015;
Zugang;21;Zugang (Treppe) Friedrichstraße/Reichstagufer;0;4594299;5821810;52.521.269;13.387.774;9702021;
Zugang und ÖV;26;Tramsteig Friedrichstraße vor Georgenstraße;0;4594352;5821597;52.519.346;13.388.494;9702026;
Zugang und ÖV;112;Bushaltestelle Reichstagufer hinter Friedrichstraße;0;4594223;5821781;52.521.022;13.386.646;9702112;
Zugang;11;Zugang (Treppe) Friedrichstraße;0;4594328;5821680;52.520.096;13.388.164;9702011;
Zugang;6;Zugang (Aufzug);0;4594315;5821658;52.519.901;13.387.966;9702006;
Zwischenpunkt;46;Zwischengeschoss Georgenstraße (Treppe Friedrichstraße/Dorotheenstraße/Tram);-2;4594350;5821680;52.520.092;13.388.488;9702046;
Zwischenpunkt;54;Bahnsteig S1/2/25 (Rolltreppe2 zur Ladenstraße/Verteiler S1/2/25);-3;4594349;5821679;52.520.083;13.388.473;9702054;
Zwischenpunkt;62;Ladenstraße/Verteiler S1/2/25 (Rollreppe1 zum Bahnsteig S1/2/25);1;4594349;5821679;52.520.083;13.388.473;9702062;
Zwischenpunkt;68;Ladenstraße (Treppe zur Zwischenebene);0;4594349;5821679;52.520.083;13.388.473;9702068;
Zwischenpunkt;65;Ladenstraße/Verteiler S1/2/25 (Rolltreppe zum Bahnsteig S5/7/75/3);1;4594349;5821679;52.520.083;13.388.473;9702065;
Zwischenpunkt;85;Bahnsteig S5/7/75/3 (Treppe Brücke);3;4594350;5821680;52.520.092;13.388.488;9702085;
Zwischenpunkt;74;Ladenstraße (Rolltreppe zum Bahnsteig Gleis 1/2);0;4594350;5821680;52.520.092;13.388.488;9702074;
Zwischenpunkt;90;Bahnsteig S5/7/75/3 (Aufzug  zur Zwischenebene und zur Ladenstraße);3;4594350;5821680;52.520.092;13.388.488;9702090;
Zwischenpunkt;77;Ladenstraße (Treppe zum Bahnsteig Gleis 3/4);0;4594349;5821680;52.520.092;13.388.473;9702077;
Zwischenpunkt;86;Bahnsteig S5/7/75/3 (Treppe1 zur Zwischenebene);3;4594350;5821679;52.520.083;13.388.488;9702086;
Zwischenpunkt;93;Brücke (Treppe Reichstagufer);2;4594350;5821680;52.520.092;13.388.488;9702093;
Zwischenpunkt;106;Zwischengeschoss Ladenstraße (Rolltreppe zum Bahnsteig Gleis 3/4);1;4594350;5821680;52.520.092;13.388.488;9702106;
Zugang;12;Zugang (Durchgang) Friedrichstr./Planckstraße;0;4594350;5821698;52.520.254;13.388.493;9702012;
Zwischenpunkt;58;Bahnsteig S1/2/25 (Rolltreppe zum Treppenabsatz Georgenstraße);-3;4594349;5821680;52.520.092;13.388.473;9702058;
Zwischenpunkt;35;Zwischengeschoss Spreeufer (Treppe Friedrichstraße/Am Weidendamm);-1;4594349;5821680;52.520.092;13.388.473;9702035;
Zugang;18;Zugang (Treppe) Friedrich-/Dorotheenstraße/Tram;0;4594362;5821626;52.519.605;13.388.649;9702018;
ÖV;3;Bahnsteig S1/2/25;-3;4594188;5821722;52.520.498;13.386.114;9702003;
Zwischenpunkt;36;Zwischengeschoss Spreeufer(Treppe Friedrichstraße/Reichstagufer);-1;4594350;5821680;52.520.092;13.388.488;9702036;
Zwischenpunkt;30;Bahnsteig U6  (Treppe1 zum Zwischengeschoss Georgenstraße);-3;4594349;5821679;52.520.083;13.388.473;9702030;
Zwischenpunkt;51;Bahnsteig S1/2/25 (Treppe zum Zwischengeschoss Spreeufer);-3;4594350;5821680;52.520.092;13.388.488;9702051;
Zwischenpunkt;61;Treppenabsatz Georgenstraße (Treppe Georgen-/Neustädter Str.);-1;4594350;5821680;52.520.092;13.388.488;9702061;
Zwischenpunkt;69;Ladenstraße (Aufzug zur Zwischenebene und zum Bahnsteig S5/7/75/3);0;4594349;5821679;52.520.083;13.388.473;9702069;
Zwischenpunkt;67;Ladenstraße (Treppe zur Ladenstraße/Verteiler S1/2/25);0;4594349;5821679;52.520.083;13.388.473;9702067;
Zwischenpunkt;80;Zwischenebene (Treppe zur Ladenstraße);2;4594350;5821680;52.520.092;13.388.488;9702080;
Zwischenpunkt;108;Zwischengeschoss Ladenstraße (Treppe Georgenstraße/U6);1;4594350;5821680;52.520.092;13.388.488;9702108;
Zwischenpunkt;109;Zwischengeschoss Ladenstraße (Aufzug Zwischengeschoss Georgenstraße/Zugang);1;4594350;5821680;52.520.092;13.388.488;9702109;
Zwischenpunkt;110;Zwischengeschoss Ladenstraße (Treppe zum Treppenabsatz Ladenstraße);1;4594350;5821680;52.520.092;13.388.488;9702110;
Zugang;14;Zugang (Treppe Zwischengeschoss Ladenstraße) Georgenstraße;0;4594276;5821662;52.519.943;13.387.393;9702014;
Zwischenpunkt;60;Treppenabsatz Georgenstraße (Rolltreppe zum Bahnsteig S1/2/25);-1;4594349;5821679;52.520.083;13.388.473;9702060;
Bauwerk;10;U Spichernstraße;;4590470;5818990;52.496.582;13.330.613;42101;9042101
Zugang;10;Zugang (Treppe) Spichern-/ Grainauer Straße;0;4590624;5819072;52.497.293;13.332.902;9700810;
Zugang und ÖV;13;Bushaltestelle Bundesallee hinter Meierottostraße;0;4590489;5819007;52.496.731;13.330.897;9700813;
Zwischenpunkt;17;Zwischengeschoss Bundesallee (Treppe U9);-1;4590469;5818992;52.496.600;13.330.598;9700817;
Zwischenpunkt;15;Bahnsteig U9 (Treppe Zwischengeschoss Spichernstraße);-2;4590470;5818990;52.496.582;13.330.613;9700815;
Zwischenpunkt;21;Zwischengeschoss Spichernstraße (Rolltreppe U9);-1;4590469;5818992;52.496.600;13.330.598;9700821;
Zwischenpunkt;24;Zwischengeschoss Spichernstraße (Treppe Spichernstraße/Bundesallee);-1;4590470;5818992;52.496.600;13.330.613;9700824;
Zwischenpunkt;23;Zwischengeschoss Spichernstraße (Treppe Bundesallee/Pariser Straße);-1;4590469;5818992;52.496.600;13.330.598;9700823;
Zwischenpunkt;27;Bahnsteig U3 Richtung Nollendorfplatz (Treppe Spichern-/Grainauer Straße);-1;4590468;5818991;52.496.591;13.330.583;9700827;
Zugang und ÖV;12;Bushaltestelle Bundesallee hinter Spichernstraße;0;4590458;5819030;52.496.943;13.330.447;9700812;
Zwischenpunkt;20;Zwischengeschoss Spichernstraße (Treppe U9);-1;4590470;5818991;52.496.591;13.330.613;9700820;
ÖV;1;Bahnsteig Gleis 1+2 U9;-2;4590478;5819054;52.497.156;13.330.748;9700801;
Zugang;4;Zugang (Treppe) Bundesallee, HdK;0;4590463;5819096;52.497.535;13.330.538;9700804;
ÖV;3;Bahnsteig Gleis 2 U3 Richtung Nollendorfplatz;-1;4590569;5819034;52.496.961;13.332.082;9700803;
Zugang;11;Zugang (Treppe) Spichernstraße;0;4590605;5819093;52.497.485;13.332.628;9700811;
Zwischenpunkt;18;Zwischengeschoss Bundesallee (Treppe Bundesallee, HdK);-1;4590470;5818992;52.496.600;13.330.613;9700818;
Zwischenpunkt;22;Zwischengeschoss Spichernstraße (Treppe Bundesallee);-1;4590470;5818992;52.496.600;13.330.613;9700822;
Zwischenpunkt;25;Bahnsteig U3 Richtung Krumme Lanke (Treppe U3 Unterführung);-1;4590469;5818991;52.496.591;13.330.598;9700825;
Zugang;7;Zugang (Treppe) Bundesallee/Pariser Straße;0;4590443;5818963;52.496.344;13.330.208;9700807;
Zwischenpunkt;14;Bahnsteig U9 (Treppe Zwischengeschoss Bundesallee);-2;4590468;5818992;52.496.600;13.330.584;9700814;
ÖV;2;Bahnsteig Gleis 1 U3 Richtung Krumme Lanke;-1;4590563;5819042;52.497.034;13.331.996;9700802;
Zugang;5;Zugang (Treppe) Bundesallee, Bundeshaus;0;4590489;5819106;52.497.621;13.330.924;9700805;
Zugang;8;Zugang (Treppe) Spichernstraße/Bundesallee;0;4590498;5818998;52.496.649;13.331.027;9700808;
Zugang;9;Zugang (Treppe) Spichernstraße/Regensburger Straße;0;4590531;5818972;52.496.410;13.331.506;9700809;
Zwischenpunkt;16;Bahnsteig U9 (Rolltreppe Zwischengeschoss Spichernstraße);-2;4590470;5818991;52.496.591;13.330.613;9700816;
Zwischenpunkt;28;Bahnsteig U3 Richtung Nollendorfplatz (Treppe U3 Unterführung);-1;4590469;5818992;52.496.600;13.330.598;9700828;
Zwischenpunkt;26;Bahnsteig U3 Richtung Krumme Lanke (Treppe Spichernstraße);-1;4590468;5818991;52.496.591;13.330.583;9700826;
Zwischenpunkt;30;Unterführung (Treppe U3 Richtung Krumme Lanke);-2;4590469;5818991;52.496.591;13.330.598;9700830;
Zugang;6;Zugang (Treppe) Bundesallee;0;4590447;5819017;52.496.828;13.330.281;9700806;
Zwischenpunkt;19;Zwischengeschoss Bundesallee (Treppe Bundesallee,Bundeshaus);-1;4590469;5818992;52.496.600;13.330.598;9700819;
Zwischenpunkt;29;Bahnsteig U3 Richtung Nollendorfplatz (Treppe Spichern-/Regensburger Straße);-1;4590468;5818992;52.496.600;13.330.584;9700829;
Zwischenpunkt;31;Unterführung (Treppe U3 Richtung Nollendorfplatz);-2;4590469;5818991;52.496.591;13.330.598;9700831;
Zugang und ÖV;32;Bushaltestelle Spichernstraße vor Bundesallee;0;4590535;5819020;52.496.841;13.331.578;9700832;
Zugang und ÖV;33;Bushaltestelle Spichernstraße hinter Bundesallee;0;4590525;5818957;52.496.276;13.331.413;9700833;
Bauwerk;13;S+U Bundesplatz;;4590410;5816850;52.477.366;13.329.149;44202;9044202
Zugang;12;Zugang (Treppe) Bundesplatz/Tübinger Straße;0;4590400;5817031;52.478.993;13.329.051;9703212;
ÖV;2;Bahnsteig U9 Richtung Rathaus Steglitz;-2;4590362;5816894;52.477.769;13.328.455;9703202;
Zugang;15;Zugang (Treppe) Südwestkorso;0;4590332;5816843;52.477.316;13.328.000;9703215;
ÖV;1;Bahnsteig U9 Richtung Osloer Straße;-2;4590371;5816894;52.477.767;13.328.587;9703201;
Zugang;5;Zugang (Aufzug) Südwestkorso;0;4590348;5816868;52.477.538;13.328.242;9703205;
Zugang;6;Zugang Varziner Straße;0;4590387;5816874;52.477.585;13.328.817;9703206;
Zugang und ÖV;17;Bushaltestelle Bundesallee hinter Detmolder Straße;0;4590352;5816871;52.477.564;13.328.302;9703217;
Zwischenpunkt;26;Bahnsteig U9 Rathaus Steglitz (Aufzug Südwestkorso);-2;4590406;5816853;52.477.393;13.329.091;9703226;
Zwischenpunkt;35;Zwischengeschoss Bundesplatz (Treppe Bundesplatz/Wexstraße);-1;4590406;5816853;52.477.393;13.329.091;9703235;
Zwischenpunkt;39;Zwischengeschoss Südwestkorso (Treppe Varziner Straße);-1;4590409;5816855;52.477.411;13.329.136;9703239;
Zwischenpunkt;43;Durchgang Bernhardstraße (Treppe Wex-/Bernhardstraße);-1;4590407;5816853;52.477.393;13.329.106;9703243;
Zwischenpunkt;47;Eingangshalle Osloer Straße (Treppe zum Bahnsteig U9 Osloer Straße);0;4590406;5816854;52.477.402;13.329.092;9703247;
Zwischenpunkt;53;Bahnsteig S-Bahn (Aufzug Varziner Straße);1;4590407;5816853;52.477.393;13.329.106;9703253;
Zwischenpunkt;55;Bahnsteig S-Bahn (Rolltreppe zur Eingangshalle Osloer Straße);1;4590407;5816853;52.477.393;13.329.106;9703255;
Zwischenpunkt;63;Bahnsteig U9 Rathaus Steglitz (Rolltreppe zum Zwischengeschoss Bundesplatz);-2;4590408;5816853;52.477.393;13.329.121;9703263;
Zugang;4;Zugang (Aufzug) Varziner Straße;0;4590384;5816867;52.477.523;13.328.771;9703204;
Zwischenpunkt;41;Zwischengeschoss Südwestkorso (Treppe zum Bahnsteig U9 Rathaus Steglitz);-1;4590406;5816854;52.477.402;13.329.092;9703241;
Zwischenpunkt;44;Durchgang Bernhardstraße (Treppe zur S-Bahn);-1;4590406;5816854;52.477.402;13.329.092;9703244;
Zwischenpunkt;49;Eingangshalle Osloer Straße (Treppe zur S-Bahn);0;4590406;5816853;52.477.393;13.329.091;9703249;
Zwischenpunkt;51;Bahnsteig S-Bahn (Treppe zur Eingangshalle Rathaus Steglitz);1;4590407;5816853;52.477.393;13.329.106;9703251;
Zwischenpunkt;58;Eingangshalle Rathaus Steglitz (Rolltreppe zur S-Bahn);0;4590409;5816853;52.477.393;13.329.136;9703258;
Zwischenpunkt;61;Zwischengeschoss Bundesplatz (Rolltreppe zum Bahnsteig U9 Rathaus Steglitz);-1;4590407;5816853;52.477.393;13.329.106;9703261;
Zugang;14;Zugang (Treppe) Bundesallee/Varziner Straße;0;4590390;5816853;52.477.396;13.328.856;9703214;
Zugang;13;Zugang (Treppe) Bundesplatz/Wexstraße;0;4590393;5816982;52.478.554;13.328.935;9703213;
ÖV;3;Bahnsteig S-Bahn;1;4590402;5816876;52.477.600;13.329.039;9703203;
Zugang;10;Zugang (Treppe) Bundesplatz/Detmolder Straße;0;4590329;5816986;52.478.601;13.327.994;9703210;
Zugang;8;Zugang (Treppe) Wex-/Bernhardstraße;0;4590496;5816894;52.477.747;13.330.427;9703208;
Zwischenpunkt;22;Bahnsteig U9 Osloer Straße (Aufzug Varziner Straße);-2;4590407;5816853;52.477.393;13.329.106;9703222;
Zwischenpunkt;23;Bahnsteig U9 Osloer Straße (Treppe zum Zwischengeschoss Südwestkorso);-2;4590407;5816853;52.477.393;13.329.106;9703223;
Zwischenpunkt;21;Bahnsteig U9 Osloer Straße (Rolltreppe zur Eingangshalle Osloer Straße);-2;4590406;5816854;52.477.402;13.329.092;9703221;
Zwischenpunkt;32;Zwischengeschoss Bundesplatz (Treppe Bundesplatz/Detmolder Straße);-1;4590405;5816853;52.477.393;13.329.077;9703232;
Zwischenpunkt;38;Zwischengeschoss Südwestkorso (Treppe Südwestkorso);-1;4590406;5816853;52.477.393;13.329.091;9703238;
Zwischenpunkt;40;Zwischengeschoss Südwestkorso (Treppe zum Bahnsteig U9 Osloer Straße);-1;4590407;5816854;52.477.402;13.329.106;9703240;
Zwischenpunkt;57;Bahnsteig S-Bahn (Rolltreppe zur Eingangshalle Rathaus Steglitz);1;4590409;5816853;52.477.393;13.329.136;9703257;
Zwischenpunkt;20;Bahnsteig U9 Osloer Straße (Treppe zur Eingangshalle Osloer Straße);-2;4590406;5816853;52.477.393;13.329.091;9703220;
Zwischenpunkt;30;Treppenabsatz (Treppe zur Eingangshalle Rathaus Steglitz);-3;4590406;5816854;52.477.402;13.329.092;9703230;
Zwischenpunkt;37;Zwischengeschoss Bundesplatz (Rolltreppe zum Bahnsteig U9 Osloer Straße);-1;4590406;5816854;52.477.402;13.329.092;9703237;
Zwischenpunkt;59;Eingangshalle Rathaus Steglitz (Rolltreppe zum Bahnsteig U9 Rathaus Steglitz);0;4590409;5816853;52.477.393;13.329.136;9703259;
Zugang;9;Zugang (Rampe) Varziner Platz/-Straße;0;4590496;5816858;52.477.423;13.330.417;9703209;
Zugang;7;Zugang Südwestkorso;0;4590344;5816875;52.477.601;13.328.185;9703207;
Zwischenpunkt;24;Bahnsteig U9 RathausSteglitz (Treppe zum Zwischengeschoss Bundesplatz);-2;4590407;5816853;52.477.393;13.329.106;9703224;
Zwischenpunkt;50;Eingangshalle Osloer Straße (Rolltreppe zur S-Bahn);0;4590406;5816854;52.477.402;13.329.092;9703250;
Zwischenpunkt;54;Bahnsteig S-Bahn (Treppe zur Eingangshalle Osloer Straße);1;4590407;5816853;52.477.393;13.329.106;9703254;
Zwischenpunkt;62;Treppenabsatz (Rolltreppe zur Eingangshalle Rathaus Steglitz);-3;4590408;5816853;52.477.393;13.329.121;9703262;
Zwischenpunkt;65;Durchgang Bernhardtstraße (Rampe Varziner Straße/-Platz);-1;4590408;5816853;52.477.393;13.329.121;9703265;
Zugang;11;Zugang (Treppe) Bundesplatz/Hildegardstraße;0;4590333;5817028;52.478.978;13.328.065;9703211;
Zwischenpunkt;29;Treppenabsatz (Treppe U9 Rathaus Steglitz);-3;4590406;5816853;52.477.393;13.329.091;9703229;
Zwischenpunkt;19;Bahnsteig U9 Osloer Straße (Rolltreppe zum Zwischengeschoss Bundesplatz);-2;4590407;5816853;52.477.393;13.329.106;9703219;
Zwischenpunkt;34;Zwischengeschoss Bundesplatz (Treppe Bundesplatz/Tübinger Straße);-1;4590406;5816853;52.477.393;13.329.091;9703234;
Zwischenpunkt;46;Eingangshalle Rathaus Steglitz (Treppe zur S-Bahn);0;4590406;5816854;52.477.402;13.329.092;9703246;
Zwischenpunkt;48;Eingangshalle Osloer Straße (Rolltreppe zum Bahnsteig U9 Osloer Straße);0;4590406;5816853;52.477.393;13.329.091;9703248;
Zwischenpunkt;56;Bahnsteig S-Bahn (Treppe zum Durchgang Bernhardstraße);1;4590406;5816853;52.477.393;13.329.091;9703256;
Zugang und ÖV;16;Bushaltestelle Bundesallee vor Wexstraße;0;4590384;5816871;52.477.559;13.328.773;9703216;
Zwischenpunkt;25;Bahnsteig U9 Rathaus Steglitz (Treppenabsatz);-2;4590406;5816853;52.477.393;13.329.091;9703225;
Zwischenpunkt;27;Bahnsteig U9 Rathaus Steglitz (Treppe zum Zwischengeschoss Südwestkorso);-2;4590406;5816853;52.477.393;13.329.091;9703227;
Zwischenpunkt;18;Bahnsteig U9 Osloer Straße (Treppe zum Zwischengeschoss Bundesplatz);-2;4590407;5816853;52.477.393;13.329.106;9703218;
Zwischenpunkt;31;Zwischengeschoss Bundesplatz (Treppe zum Bahnsteig U9 Rathaus Steglitz);-1;4590404;5816853;52.477.394;13.329.062;9703231;
Zwischenpunkt;33;Zwischengeschoss Bundesplatz (Treppe Bundesplatz/Hildegardstraße);-1;4590407;5816854;52.477.402;13.329.106;9703233;
Zwischenpunkt;36;Zwischengeschoss Bundesplatz (Treppe zum Bahnsteig U9 Osloer Straße);-1;4590407;5816854;52.477.402;13.329.106;9703236;
Zwischenpunkt;52;Bahnsteig S-Bahn (Aufzug Südwestkorso);1;4590407;5816853;52.477.393;13.329.106;9703252;
Zwischenpunkt;45;Eingangshalle Rathaus Steglitz (Treppe zum Bahnsteig U9 Rathaus Steglitz);0;4590406;5816853;52.477.393;13.329.091;9703245;
Bauwerk;16;S+U Neukölln;;4598120;5816100;52.469.298;13.442.368;78201;9078201
Zugang;5;Zugang (Rampe) Karl-Marx-Straße/Saalestraße;0;4598097;5816128;52.469.554;13.442.038;9703505;
Zwischenpunkt;17;Bahnsteig U7 (Aufzug);-2;4598079;5816087;52.469.189;13.441.761;9703517;
Zugang und ÖV;11;Bushaltestelle Karl-Marx-Straße hinter Emser Straße;0;4598068;5816081;52.469.137;13.441.598;9703511;
Zwischenpunkt;16;Bahnsteig U7 (Treppe Zwischengeschoss Lahnstraße);-2;4598093;5815967;52.468.108;13.441.932;9703516;
Zugang und ÖV;14;Bushaltestelle Karl-Marx-Straße hinter Braunschweiger Straße;0;4598066;5816240;52.470.565;13.441.615;9703514;
Zwischenpunkt;25;Schalterhalle (Rolltreppe zum Bahnsteig S-Bahn);1;4598123;5816095;52.469.253;13.442.411;9703525;
Zwischenpunkt;26;Schalterhalle (Treppe Zwischengeschoss Karl-Marx-Straße);1;4598090;5816109;52.469.384;13.441.929;9703526;
Zwischenpunkt;32;Bahnsteig S-Bahn (Aufzug);2;4598079;5816087;52.469.189;13.441.761;9703532;
Zugang und ÖV;33;Bushaltestelle Saalestraße vor Karl-Marx-Straße;0;4598094;5816154;52.469.788;13.442.002;9703533;
Zugang;9;Zugang (Aufzug);0;4598079;5816087;52.469.189;13.441.761;9703509;
Zwischenpunkt;20;Zwischengeschoss Karl-Marx-Straße (Treppe Saalestraße/Karl-Marx-Straße);-1;4598090;5816130;52.469.573;13.441.936;9703520;
Zugang;6;Zugang (Treppe) Saalestraße/Karl-Marx-Straße;0;4598089;5816136;52.469.627;13.441.923;9703506;
ÖV;2;Bahnsteig S 41/42/45/46/47;2;4598176;5816108;52.469.360;13.443.194;9703502;
Zwischenpunkt;27;Schalterhalle (Rampe Karl-Marx-Straße/Saalestraße);1;;;;;9703527;
Zugang und ÖV;13;Bushaltestelle Karl-Marx-Straße gegenüber Ringbahnstraße;0;4598095;5816007;52.468.467;13.441.973;9703513;
Zwischenpunkt;29;Bahnsteig S-Bahn (Treppe zur Schalterhalle);2;4598112;5816092;52.469.228;13.442.248;9703529;
Zugang;4;Zugang (Treppe) Karl-Marx-Straße/Lahnstraße;0;4598091;5816089;52.469.204;13.441.938;9703504;
Zugang;8;Zugang (Treppe) Lahnstraße;0;4598116;5815933;52.467.798;13.442.260;9703508;
Zwischenpunkt;23;Zwischengeschoss Lahnstraße (Treppe Lahnstraße);-1;4598111;5815931;52.467.781;13.442.186;9703523;
Zwischenpunkt;21;Zwischengeschoss Karl-Marx-Straße (Treppe zur Schalterhalle);-1;4598084;5816108;52.469.376;13.441.841;9703521;
Zwischenpunkt;22;Zwischengeschoss Lahnstraße (Treppe Bahnsteig U7);-1;4598097;5815938;52.467.847;13.441.982;9703522;
Zugang und ÖV;12;Bushaltestelle Saalestraße hinter Karl-Marx-Straße;0;4598132;5816150;52.469.745;13.442.559;9703512;
Zwischenpunkt;28;Schalterhalle (Treppe Karl-Marx-Straße/Lahnstraße);1;4598097;5816090;52.469.212;13.442.027;9703528;
Zwischenpunkt;18;Zwischengeschoss Karl-Marx-Straße (Treppe Bahnsteig U7);-1;4598074;5816095;52.469.261;13.441.690;9703518;
Zugang;7;Zugang (Treppe) Emser Straße/Karl-Marx-Straße;0;4598063;5816129;52.469.569;13.441.538;9703507;
Zwischenpunkt;24;Schalterhalle (Treppe zum Bahnsteig S-Bahn);1;4598107;5816091;52.469.220;13.442.174;9703524;
Zwischenpunkt;15;Bahnsteig U7 (Treppe Zwischengeschoss Karl-Marx-Straße);-2;4598076;5816086;52.469.180;13.441.717;9703515;
Zwischenpunkt;19;Zwischengeschoss Karl-Marx-Straße (Treppe Emser Straße/Karl-Marx-Straße);-1;4598064;5816124;52.469.524;13.441.551;9703519;
Zugang;3;Zugang (Treppe) Saalestraße;0;4598258;5816127;52.469.516;13.444.406;9703503;
ÖV;1;Bahnsteig U7;-2;4598086;5816013;52.468.523;13.441.842;9703501;
Zwischenpunkt;31;Bahnsteig S-Bahn (Treppe Saalestraße);2;4598245;5816123;52.469.482;13.444.214;9703531;
