Typ;Nr.;Name;d;X;Y;latitude;longitude;Untergeordnete Exportnummer;HAFAS Nr.
Zwischenpunkt;82;Bahnsteig Gleis 3/4 (Aufzug zur Schalterhalle);1;4581347;5823067;52.534.647;13.197.310;9720082;
Zwischenpunkt;83;Bahnsteig Gleis 3/4 (Rolltreppe zur Schalterhalle);1;4581347;5823067;52.534.647;13.197.310;9720083;
Zwischenpunkt;88;Bahnsteig Gleis 5/6 (Treppe zum Durchgang);1;4581347;5823067;52.534.647;13.197.310;9720088;
Zwischenpunkt;90;Schalterhalle (Rolltreppe zum Bahnsteig Gleis 1/2);0;4581348;5823067;52.534.647;13.197.325;9720090;
Zwischenpunkt;97;Schalterhalle (Aufzug zum Bahnsteig Gleis 5/6);0;4581348;5823067;52.534.647;13.197.325;9720097;
Zwischenpunkt;47;Zwischengeschoss Klosterstraße (Treppe zum Bahnsteig U7 Spandau);-1;4581518;5823135;52.535.232;13.199.846;9720047;
Zwischenpunkt;63;Zwischengeschoss Altstädter Ring (Rolltreppe zum Bahnsteig U7 Rudow);-1;4581518;5823135;52.535.232;13.199.846;9720063;
Zwischenpunkt;49;Zwischengeschoss Klosterstraße (Treppe am Aufzug zum Bahnsteig U7 Rudow);-1;4581518;5823135;52.535.232;13.199.846;9720049;
Zugang;9;Zugang (Rampe) Carl-Schurz-Straße/Jüdenstraße;0;4581598;5823203;52.535.831;13.201.042;9720009;
Zugang;11;Zugang (Rolltreppe) Münsinger Straße/Amtsgericht;0;4581510;5823234;52.536.123;13.199.753;9720011;
Zugang;17;Zugang (Rolltreppe) Seegefelder Straße/Altstädter Ring;0;4581487;5823122;52.535.120;13.199.386;9720017;
Zugang und ÖV;27;Bushaltestelle Position 1-4 Altstädter Ring hinter Stabholzgarten;0;4581543;5823170;52.535.543;13.200.223;9720027;
Zwischenpunkt;44;Bahnsteig U7 Rudow (Aufzug zum Zwischengeschoss Altstädter Ring);-2;4581518;5823135;52.535.232;13.199.846;9720044;
Zwischenpunkt;51;Zwischengeschoss Klosterstraße (Treppe zum Bahnsteig U7 Rudow);-1;4581518;5823135;52.535.232;13.199.846;9720051;
Zwischenpunkt;84;Bahnsteig Gleis 3/4 (Treppe zum Durchgang);1;4581347;5823067;52.534.647;13.197.310;9720084;
Zwischenpunkt;101;Durchgang (Treppe zum Bahnsteig Gleis 1/2);0;4581347;5823067;52.534.647;13.197.310;9720101;
Zwischenpunkt;99;Durchgang (Treppe zum Bahnsteig Gleis 3/4);0;4581347;5823067;52.534.647;13.197.310;9720099;
Zwischenpunkt;100;Durchgang (Treppe zum Bahnsteig Gleis 5/6);0;4581347;5823067;52.534.647;13.197.310;9720100;
Zugang;15;Zugang (Rampe) Altstädter Ring/Seegefelder Straße;0;4581494;5823169;52.535.542;13.199.501;9720015;
ÖV;1;Bahnsteig U7 Richtung Rathaus Spandau;-2;4581519;5823142;52.535.295;13.199.863;9720001;
Zugang;16;Zugang (Treppe) Seegefelder Straße/Altstädter Ring;0;4581487;5823122;52.535.120;13.199.386;9720016;
Zugang;20;Zugang (Rolltreppe) Klosterstraße/Brunsbütteler Damm;0;4581460;5823078;52.534.729;13.198.978;9720020;
Zugang;23;Zugang (Schalterhalle) Seegefelder Straße/Altstädter Ring;0;4581417;5823078;52.534.735;13.198.344;9720023;
Zugang und ÖV;28;Bushaltestelle Position 7+8 Altstädter Ring vor Seegefelder Straße;0;4581509;5823171;52.535.557;13.199.723;9720028;
Zwischenpunkt;35;Bahnsteig U7 Spandau (Treppe zum Zwischengeschoss Altstädter Ring);-2;4581518;5823135;52.535.232;13.199.846;9720035;
Zwischenpunkt;41;Bahnsteig U7 Rudow (Rolltreppe zum Zwischengeschoss Klosterstraße);-2;4581518;5823135;52.535.232;13.199.846;9720041;
Zwischenpunkt;61;Zwischengeschoss Altstädter Ring (Aufzug zum Bahnsteig U7 Spandau);-1;4581518;5823135;52.535.232;13.199.846;9720061;
Zwischenpunkt;71;Zwischengeschoss Altstädter Ring (Treppe Galenstraße);-1;4581519;5823135;52.535.232;13.199.861;9720071;
Zwischenpunkt;86;Bahnsteig Gleis 5/6 (Aufzug zur Schalterhalle);1;4581348;5823067;52.534.647;13.197.325;9720086;
Zwischenpunkt;87;Bahnsteig Gleis 5/6 (Rolltreppe zur Schalterhalle);1;4581348;5823067;52.534.647;13.197.325;9720087;
Zwischenpunkt;89;Schalterhalle (Treppe zum Bahnsteig Gleis 1/2);0;4581347;5823067;52.534.647;13.197.310;9720089;
Zwischenpunkt;91;Schalterhalle (Aufzug zum Bahnsteig Gleis 1/2);0;4581347;5823067;52.534.647;13.197.310;9720091;
ÖV;3;Bahnsteig Gleis 1/2,;1;4581328;5823070;52.534.677;13.197.031;9720003;
Zwischenpunkt;74;Zwischengeschoss Altstädter Ring (Rampe Altstädter Ring/Seegefelder Straße);-1;4581498;5823192;52.535.748;13.199.566;9720074;
Zugang;7;Zugang (Rolltreppe) Carl-Schurz Straße/Rathaus;0;4581562;5823198;52.535.792;13.200.510;9720007;
Zugang;8;Zugang (Treppe) Carl-Schurz-Straße/Jüdenstraße;0;4581580;5823200;52.535.807;13.200.776;9720008;
Zugang;19;Zugang (Treppe) Klosterstraße/Brunsbütteler Damm;0;4581461;5823080;52.534.747;13.198.993;9720019;
Zwischenpunkt;32;Bahnsteig U7 Spandau (Aufzug zum Zwischengeschoss Klosterstraße);-2;4581518;5823135;52.535.232;13.199.846;9720032;
Zwischenpunkt;34;Bahnsteig U7 Spandau (Rolltreppe zum Zwischengeschoss Klosterstraße);-2;4581518;5823135;52.535.232;13.199.846;9720034;
Zwischenpunkt;43;Bahnsteig U7 Rudow (Rolltreppe zum Zwischengeschoss Altstädter Ring);-2;4581518;5823135;52.535.232;13.199.846;9720043;
Zwischenpunkt;50;Zwischengeschoss Klosterstraße (Aufzug zum Bahnsteig U7 Rudow);-1;4581518;5823135;52.535.232;13.199.846;9720050;
Zwischenpunkt;56;Zwischengeschoss Klosterstraße (Aufzug);-1;4581518;5823135;52.535.232;13.199.846;9720056;
Zwischenpunkt;67;Zwischengeschoss Altstädter Ring (Treppe Carl-Schurz-Straße/Jüdenstraße);-1;4581518;5823135;52.535.232;13.199.846;9720067;
Zwischenpunkt;73;Zwischengeschoss Altstädter Ring (Rolltreppe Altstädter Ring/Seegefelder Straße);-1;4581518;5823135;52.535.232;13.199.846;9720073;
Zwischenpunkt;78;Bahnsteig Gleis 1/2 (Rolltreppe zur Schalterhalle);1;4581518;5823135;52.535.232;13.199.846;9720078;
Zwischenpunkt;80;Bahnsteig Gleis 1/2 (Rolltreppe zum Durchgang);1;4581347;5823067;52.534.647;13.197.310;9720080;
Zwischenpunkt;93;Schalterhalle (Rolltreppe zum Bahnsteig Gleis 3/4);0;4581347;5823068;52.534.656;13.197.310;9720093;
Zwischenpunkt;94;Schalterhalle (Aufzug zum Bahnsteig Gleis 3/4);0;4581347;5823066;52.534.638;13.197.310;9720094;
ÖV;2;Bahnsteig U7 Richtung Rudow;-2;4581519;5823142;52.535.295;13.199.863;9720002;
ÖV;4;Bahnsteig Gleis 3/4;1;4581328;5823069;52.534.668;13.197.031;9720004;
Zugang;14;Zugang (Rolltreppe) Altstädter Ring/Seegefelder Straße;0;4581507;5823227;52.536.061;13.199.707;9720014;
Zugang;18;Zugang (Aufzug);0;4581469;5823075;52.534.701;13.199.110;9720018;
Zugang;21;Zugang (Treppe) Stabholzgarten/Rathaus;0;4581533;5823057;52.534.529;13.200.048;9720021;
Zwischenpunkt;36;Bahnsteig U7 Spandau (Rolltreppe zum Zwischengeschoss Altstädter Ring);-2;4581518;5823135;52.535.232;13.199.846;9720036;
Zwischenpunkt;48;Zwischengeschoss Klosterstraße (Rolltreppe zum Bahnsteig U7 Spandau);-1;4581518;5823135;52.535.232;13.199.846;9720048;
Zwischenpunkt;58;Zwischengeschoss Klosterstraße (Rolltreppe Seegefelder Straße/Altstädter Ring);-1;4581518;5823135;52.535.232;13.199.846;9720058;
Zwischenpunkt;64;Zwischengeschoss Altstädter Ring (Aufzug zum Bahnsteig U7 Rudow);-1;4581518;5823135;52.535.232;13.199.846;9720064;
Zwischenpunkt;66;Zwischengeschoss Altstädter Ring (Rolltreppe Carl-Schurz Straße/Rathaus);-1;4581518;5823135;52.535.232;13.199.846;9720066;
Zwischenpunkt;76;Bahnsteig Gleis 1/2 (Treppe zur Schalterhalle);1;4581347;5823068;52.534.656;13.197.310;9720076;
Zwischenpunkt;96;Schalterhalle (Rolltreppe zum Bahnsteig Gleis 5/6);0;4581347;5823067;52.534.647;13.197.310;9720096;
Zwischenpunkt;65;Zwischengeschoss Altstädter Ring (Treppe Carl-Schurz Straße/Rathaus);-1;4581518;5823135;52.535.232;13.199.846;9720065;
Zugang;10;Zugang (Treppe) Münsinger Straße/Amtsgericht;0;4581510;5823234;52.536.123;13.199.753;9720010;
Zugang;13;Zugang (Treppe) Altstädter Ring/Seegefelder Straße;0;4581508;5823227;52.536.061;13.199.722;9720013;
Zwischenpunkt;37;Bahnsteig U7 Spandau (Aufzug zum Zwischengeschoss Altstädter Ring);-2;4581518;5823135;52.535.232;13.199.846;9720037;
Zwischenpunkt;38;Bahnsteig U7 Rudow (Treppe am Aufzug zum Zwischengeschoss Klosterstraße);-2;4581518;5823135;52.535.232;13.199.846;9720038;
Zwischenpunkt;53;Zwischengeschoss Klosterstraße (Treppe Stabholzgarten/Rathaus);-1;4581518;5823135;52.535.232;13.199.846;9720053;
Zwischenpunkt;57;Zwischengeschoss Klosterstraße (Treppe Seegefelder Straße/Altstädter Ring);-1;4581518;5823135;52.535.232;13.199.846;9720057;
Zwischenpunkt;59;Zwischengeschoss Altstädter Ring (Treppe zum Bahnsteig U7 Spandau);-1;4581518;5823135;52.535.232;13.199.846;9720059;
Zwischenpunkt;62;Zwischengeschoss Altstädter Ring (Treppe zum Bahnsteig U7 Rudow);-1;4581518;5823135;52.535.232;13.199.846;9720062;
Zwischenpunkt;75;Bahnsteig Gleis 1/2 (Treppe Stabholzgarten/Klosterstraße/Rathaus);1;4581348;5823068;52.534.656;13.197.325;9720075;
Zwischenpunkt;77;Bahnsteig Gleis 1/2 (Aufzug zur Schalterhalle);1;4581347;5823067;52.534.647;13.197.310;9720077;
Zwischenpunkt;95;Schalterhalle (Treppe zum Bahnsteig Gleis 5/6);0;4581347;5823067;52.534.647;13.197.310;9720095;
Zwischenpunkt;98;Durchgang (Rolltreppe zum Bahnsteig Gleis 1/2);0;4581347;5823067;52.534.647;13.197.310;9720098;
ÖV;5;Bahnsteig Gleis 5/6;1;4581328;5823069;52.534.668;13.197.031;9720005;
Zugang;25;Zugang (Durchgang) Seegefelder Str.;0;4581276;5823113;52.535.071;13.196.275;9720025;
Zugang und ÖV;29;Bushaltestelle Position 6 Seegefelder Straße hinter Altstädter Ring;0;4581434;5823114;52.535.056;13.198.604;9720029;
Zwischenpunkt;31;Bahnsteig U7 Spandau(Treppe am Aufzug zum Zwischengeschoss Klosterstraße);-2;4581518;5823135;52.535.232;13.199.846;9720031;
Zwischenpunkt;42;Bahnsteig U7 Rudow (Treppe zum Zwischengeschoss Altstädter Ring);-2;4581518;5823135;52.535.232;13.199.846;9720042;
Zwischenpunkt;69;Zwischengeschoss Altstädter Ring (Treppe Münsinger Straße/Amtsgericht);-1;4581518;5823135;52.535.232;13.199.846;9720069;
Zwischenpunkt;70;Zwischengeschoss Altstädter Ring (Rolltreppe Münsinger Straße/Amtsgericht);-1;4581518;5823135;52.535.232;13.199.846;9720070;
Zwischenpunkt;72;Zwischengeschoss Altstädter Ring (Treppe Altstädter Ring/Seegefelder Straße);-1;4581519;5823135;52.535.232;13.199.861;9720072;
Zwischenpunkt;79;Bahnsteig Gleis 1/2 (Treppe zum Durchgang);1;4581347;5823067;52.534.647;13.197.310;9720079;
Zwischenpunkt;85;Bahnsteig Gleis 5/6 (Treppe zur Schalterhalle);1;4581347;5823067;52.534.647;13.197.310;9720085;
Zwischenpunkt;92;Schalterhalle (Treppe zum Bahnsteig Gleis 3/4);0;4581347;5823067;52.534.647;13.197.310;9720092;
Zwischenpunkt;68;Zwischengeschoss Altstädter Ring (Rampe Carl-Schurz-Straße/Jüdenstraße);-1;4581567;5823210;52.535.899;13.200.587;9720068;
Bauwerk;170;S+U Lichtenberg Bhf;;4601877;5820766;52.510.528;13.499.059;160004;9160004
ÖV;2;Bahnsteig S5/7/75;1;4601840;5820794;52.510.787;13.498.523;9720602;
Zwischenpunkt;49;Bahnsteig S5/7/75 (Rampe zum Durchgang);1;4601810;5820801;52.510.855;13.498.084;9720649;
Zugang;7;Zugang (Treppe) Weitlingstraße;0;4601879;5820784;52.510.689;13.499.094;9720607;
Zugang;10;Zugang (Treppe) Weitlingstraße;0;4601774;5820642;52.509.433;13.497.505;9720610;
Zugang;14;Zugang (Rampe) Frankfurter Allee/Buchberger Straße;0;4601673;5820853;52.511.348;13.496.082;9720614;
Zwischenpunkt;56;Bahnsteig Gleis 17/20 (Rampe zum Durchgang);1;4601811;5820801;52.510.855;13.498.098;9720656;
Zwischenpunkt;58;Bahnsteig Gleis 21/22 (Treppe zum Durchgang);1;4601811;5820801;52.510.855;13.498.098;9720658;
Zugang;13;Zugang (Rampe) Frankfurter Allee/Gudrunstraße;0;4601722;5820894;52.511.707;13.496.816;9720613;
Zwischenpunkt;26;Verteiler (Treppe zum Zwischengeschoss Frankfurter Allee);-2;4601795;5820773;52.510.606;13.497.854;9720626;
Zwischenpunkt;47;Bahnsteig S5/7/75 (Rolltreppe zum Verteiler);1;4601811;5820801;52.510.855;13.498.098;9720647;
Zwischenpunkt;33;Verteiler (Rolltreppe zum Bahnsteig S5/7/75);-2;4601795;5820773;52.510.606;13.497.854;9720633;
Zwischenpunkt;45;Zwischengeschoss Weitlingstraße (Treppe Weitlingstr.);-1;4601794;5820773;52.510.606;13.497.840;9720645;
Zwischenpunkt;46;Bahnsteig S5/7/75 (Treppe zum Verteiler);1;4601811;5820801;52.510.855;13.498.098;9720646;
Zwischenpunkt;55;Bahnsteig Gleis 17/20 (Treppe zum Durchgang);1;4601811;5820801;52.510.855;13.498.098;9720655;
Zwischenpunkt;51;Bahnsteig Gleis 15/16 (Treppe zum Verteiler);1;4601811;5820801;52.510.855;13.498.098;9720651;
Zwischenpunkt;64;Durchgang (Rampe zum Bahnsteig Gleis 15/16);0;4601795;5820773;52.510.606;13.497.854;9720664;
Zwischenpunkt;69;Durchgang (Treppe zur Ladenstraße);0;4601795;5820773;52.510.606;13.497.854;9720669;
Zwischenpunkt;67;Durchgang (Treppe zum Bahnsteig Gleis 21/22);0;4601795;5820773;52.510.606;13.497.854;9720667;
Zwischenpunkt;73;Ladenstr. (Treppe Weitlingstraße);-1;4601795;5820773;52.510.606;13.497.854;9720673;
Zwischenpunkt;71;Ladenstr. (Treppe zum Durchgang);-1;4601795;5820773;52.510.606;13.497.854;9720671;
Zwischenpunkt;76;Ladenstr. (Treppe Weitlingtraße/Eitelstraße);-1;4601795;5820773;52.510.606;13.497.854;9720676;
Zugang und ÖV;16;Bushaltestelle Weitlingstraße hinter Einbecker Straße;0;4601891;5820761;52.510.481;13.499.264;9720616;
Zwischenpunkt;78;Zwischengeschoss Weitlingstraße (Aufzug zur Einbecker Straße/Weitlingstraße);-1;4601925;5820817;52.510.977;13.499.782;9720678;
Zwischenpunkt;48;Bahnsteig S5/7/75 (Treppe zum Durchgang);1;4601810;5820801;52.510.855;13.498.084;9720648;
Zwischenpunkt;60;Durchgang (Treppe zum Bahnsteig S5/7/75);0;4601795;5820773;52.510.606;13.497.854;9720660;
Zugang;15;Zugang (Treppe) Frankfurter Allee;0;4601690;5820851;52.511.327;13.496.332;9720615;
Zugang und ÖV;18;Bushaltestelle Einbecker Straße vor Weitlingstraße;0;4602009;5820771;52.510.548;13.501.005;9720618;
Zugang;11;Zugang (Rolltreppe) Weitlingstraße;0;4601777;5820642;52.509.433;13.497.549;9720611;
Zwischenpunkt;31;Verteiler (Rampe zum Zwischengeschoss Weitlingstraße);-2;4601795;5820773;52.510.606;13.497.854;9720631;
Zwischenpunkt;28;Verteiler (Treppe Richtung Zug-Gleise zum Bahnsteig U5);-2;4601795;5820773;52.510.606;13.497.854;9720628;
Zwischenpunkt;52;Bahnsteig Gleis 15/16 (Treppe zum Durchgang);1;4601811;5820801;52.510.855;13.498.098;9720652;
Zwischenpunkt;22;Bahnsteig U5 (Treppe Richtung Zwischengeschoss Frankfurter Allee zum Verteiler);-3;4601850;5820827;52.511.081;13.498.681;9720622;
Zwischenpunkt;38;Zwischengeschoss Frankfurter Allee (Treppe zum Verteiler);-1;4601794;5820773;52.510.606;13.497.840;9720638;
Zwischenpunkt;72;Ladenstr. (Rampe zum Durchgang);-1;4601795;5820773;52.510.606;13.497.854;9720672;
Zwischenpunkt;75;Ladenstr. (Aufzug);-1;4601795;5820773;52.510.606;13.497.854;9720675;
Zwischenpunkt;32;Verteiler (Treppe zum Bahnsteig S5/7/75);-2;4601795;5820773;52.510.606;13.497.854;9720632;
Zugang und ÖV;21;Bushaltestelle Irenenstraße vor Wönnichstraße;0;4601905;5820639;52.509.382;13.499.433;9720621;
Zugang;79;Zugang (Aufzug zum Zwischengeschoss Weitlingstraße);0;4601925;5820817;52.510.977;13.499.782;9720679;
ÖV;1;Bahnsteig U5;-3;4601838;5820832;52.511.128;13.498.505;9720601;
Zwischenpunkt;24;Bahnsteig U5 (Treppe Richtung S-Bahn zum Verteiler);-3;4601851;5820827;52.511.081;13.498.695;9720624;
Zwischenpunkt;35;Verteiler (Treppe zum Bahnsteig Gleis 17/20);-2;4601795;5820773;52.510.606;13.497.854;9720635;
Zwischenpunkt;34;Verteiler (Treppe zum Bahnsteig Gleis 15/16);-2;4601795;5820774;52.510.615;13.497.855;9720634;
Zwischenpunkt;40;Zwischengeschoss Frankfurter Allee (Rampe Frankfurter Allee/Buchberger Straße);-1;4601795;5820773;52.510.606;13.497.854;9720640;
Zwischenpunkt;44;Zwischengeschoss Weitlingstraße (Treppe Einbecker Str.);-1;4601795;5820774;52.510.615;13.497.855;9720644;
Zwischenpunkt;57;Bahnsteig Gleis 21/22 (Treppe zum Verteiler);1;4601811;5820801;52.510.855;13.498.098;9720657;
Zwischenpunkt;50;Bahnsteig S5/7/75 (Rolltreppe zum Durchgang);1;4601810;5820801;52.510.855;13.498.084;9720650;
Zwischenpunkt;43;Zwischengeschoss Weitlingstraße (Rampe zum Verteiler);-1;4601795;5820773;52.510.606;13.497.854;9720643;
Zwischenpunkt;53;Bahnsteig Gleis 15/16 (Rampe zum Durchgang);1;4601811;5820801;52.510.855;13.498.098;9720653;
Zwischenpunkt;63;Durchgang (Treppe zum Bahnsteig Gleis 15/16);0;4601795;5820773;52.510.606;13.497.854;9720663;
Zwischenpunkt;68;Durchgang (Rampe zum Bahnsteig Gleis 21/22);0;4601795;5820773;52.510.606;13.497.854;9720668;
Zwischenpunkt;74;Ladenstr. (Rolltreppe Weitlingstraße);-1;4601795;5820773;52.510.606;13.497.854;9720674;
Zwischenpunkt;23;Bahnsteig U5 (Treppe Richtung Zug-Gleise zum Verteiler);-3;4601851;5820827;52.511.081;13.498.695;9720623;
Zwischenpunkt;66;Durchgang (Rampe zum Bahnsteig Gleis 17/20);0;4601795;5820773;52.510.606;13.497.854;9720666;
Zugang und ÖV;19;Bushaltestelle Frankfurter Allee auf Lichtenberger Brücke Süd;0;4601851;5820841;52.511.207;13.498.700;9720619;
Zugang und ÖV;20;Bushaltestelle Frankfurter Allee auf Lichtenberger Brücke Nord;0;4601807;5820878;52.511.547;13.498.063;9720620;
ÖV;4;Bahnsteig Gleis 17/20;1;4601797;5820797;52.510.822;13.497.891;9720604;
Zwischenpunkt;59;Bahnsteig Gleis 21/22 (Rampe zum Durchgang);1;4601811;5820801;52.510.855;13.498.098;9720659;
Zwischenpunkt;62;Durchgang (Rampe zum Bahnsteig S5/7/75);0;4601795;5820773;52.510.606;13.497.854;9720662;
Zugang;9;Zugang (Treppe) Weitlingstraße/Irenenstraße;0;4601792;5820680;52.509.771;13.497.782;9720609;
Zugang und ÖV;17;Bushaltestelle Weitlingstraße vor Einbecker Straße;0;4601907;5820748;52.510.361;13.499.496;9720617;
Zugang;12;Zugang (Aufzug);0;4601774;5820636;52.509.379;13.497.503;9720612;
Zwischenpunkt;42;Zwischengeschoss Weitlingstraße (Treppe zum Verteiler);-1;4601794;5820773;52.510.606;13.497.840;9720642;
Zwischenpunkt;36;Verteiler (Treppe zum Bahnsteig Gleis 21/22);-2;4601795;5820774;52.510.615;13.497.855;9720636;
Zwischenpunkt;70;Durchgang (Rampe zur Ladenstraße);0;4601795;5820773;52.510.606;13.497.854;9720670;
Zwischenpunkt;25;Verteiler (Rolltreppe zum Zwischengeschoss Frankfurter Allee);-2;4601795;5820773;52.510.606;13.497.854;9720625;
ÖV;5;Bahnsteig Gleis 21/22;1;4601773;5820802;52.510.871;13.497.539;9720605;
Zugang;6;Zugang (Treppe) Einbecker Straße;0;4601909;5820815;52.510.962;13.499.546;9720606;
Zwischenpunkt;30;Verteiler (Treppe zum Zwischengeschoss Weitlingstraße);-2;4601795;5820773;52.510.606;13.497.854;9720630;
ÖV;3;Bahnsteig Gleis 15/16;1;4601822;5820791;52.510.763;13.498.257;9720603;
Zugang;8;Zugang (Treppe) Weitlingstraße/Eitelstraße;0;4601764;5820593;52.508.995;13.497.343;9720608;
Zwischenpunkt;29;Verteiler (Treppe Richtung S-Bahn zum Bahnsteig U5);-2;4601795;5820774;52.510.615;13.497.855;9720629;
Zwischenpunkt;27;Verteiler (Treppe Richtung Zwischengeschoss Frankfurter Allee zum Bahnsteig U5);-2;4601795;5820774;52.510.615;13.497.855;9720627;
Zwischenpunkt;39;Zwischengeschoss Frankfurter Allee (Rampe Frankfurter Allee/Gudrunstraße);-1;4601795;5820773;52.510.606;13.497.854;9720639;
Zwischenpunkt;65;Durchgang (Treppe zum Bahnsteig Gleis 17/20);0;4601795;5820773;52.510.606;13.497.854;9720665;
Zwischenpunkt;77;Ladenstr. (Treppe Weitlingstraße/Irenenstraße);-1;4601795;5820773;52.510.606;13.497.854;9720677;
Zwischenpunkt;54;Bahnsteig Gleis 17/20 (Treppe zum Verteiler);1;4601811;5820801;52.510.855;13.498.098;9720654;
Zwischenpunkt;37;Zwischengeschoss Frankfurter Allee (Rolltreppe zum Verteiler);-1;4601795;5820774;52.510.615;13.497.855;9720637;
Zwischenpunkt;61;Durchgang (Rolltreppe zum Bahnsteig S5/7/75);0;4601795;5820773;52.510.606;13.497.854;9720661;
Zwischenpunkt;41;Zwischengeschoss Frankfurter Allee (Treppe Frankfurter Allee);-1;4601795;5820773;52.510.606;13.497.854;9720641;
Bauwerk;4;S+U Potsdamer Platz Bhf;;4593640;5820450;52.509.164;13.377.685;100020;9100020
Zugang;13;Zugang (Treppe) Voß-/Ebert-/Hans-von-Bülow-Straße;0;4593564;5820615;52.510.660;13.376.613;9705013;
Zugang;22;Zugang (Rolltreppe) Alte Potsdamer Straße;0;4593500;5820451;52.509.197;13.375.624;9705022;
Zwischenpunkt;31;Bahnsteig U2 (Treppe Leipziger Straße/Leipziger Platz);-1;4593568;5820486;52.509.500;13.376.635;9705031;
ÖV;3;Bahnsteig B S-Bahn,5 Gleis 3+4;-3;4593569;5820487;52.509.509;13.376.650;9705003;
Zwischenpunkt;38;Bahnsteig A S-Bahn (Treppe zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705038;
Zwischenpunkt;39;Bahnsteig A S-Bahn (Rolltreppe zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705039;
Zwischenpunkt;45;Bahnsteig B S-Bahn (Treppe zum Zwischengeschoss Stresemannstraße);-3;4593570;5820486;52.509.500;13.376.665;9705045;
Zwischenpunkt;52;Zwischengeschoss Voß-/Ebertstraße (Treppe Treppenabsatz Hans-von-Bülow-Straße);-2;4593568;5820486;52.509.500;13.376.635;9705052;
Zwischenpunkt;62;Zwischengeschoss Stresemannstraße (Treppe1 zur großen Halle);-2;4593568;5820486;52.509.500;13.376.635;9705062;
Zwischenpunkt;64;Zwischengeschoss Stresemannstraße (Treppe2 zur großen Halle);-2;4593569;5820486;52.509.500;13.376.650;9705064;
Zwischenpunkt;67;Zwischengeschoss Stresemannstraße (Rolltreppe Stresemann-/Linkstraße);-2;4593568;5820486;52.509.500;13.376.635;9705067;
Zwischenpunkt;65;Zwischengeschoss Stresemannstraße (Rolltreppe2 zur großen Halle);-2;4593568;5820486;52.509.500;13.376.635;9705065;
Zwischenpunkt;66;Zwischengeschoss Stresemannstraße (Treppe Stresemann-/Linkstraße);-2;4593568;5820487;52.509.509;13.376.636;9705066;
Zwischenpunkt;69;Verteiler (Aufzug zum Bahnsteig A S-Bahn);-1;4593568;5820486;52.509.500;13.376.635;9705069;
Zwischenpunkt;70;Verteiler (Treppe 2 zum Bahnsteig B S-Bahn);-1;4593568;5820486;52.509.500;13.376.635;9705070;
Zwischenpunkt;74;Verteiler (Rolltreppe Leipziger Platz);-1;4593569;5820486;52.509.500;13.376.650;9705074;
Zwischenpunkt;77;Verteiler (Rolltreppe zur Großen Halle);-1;4593568;5820487;52.509.509;13.376.636;9705077;
Zwischenpunkt;81;Große Halle (Rolltreppe2 zum Zwischengeschoss Stresemannstraße);-3;4593568;5820486;52.509.500;13.376.635;9705081;
Zwischenpunkt;86;Große Halle (Treppe Potsdamer-/Ebertstraße);-3;4593568;5820486;52.509.500;13.376.635;9705086;
Zwischenpunkt;87;Große Halle (Rolltreppe Potsdamer-/Ebertstraße);-3;4593569;5820486;52.509.500;13.376.650;9705087;
Zwischenpunkt;92;Zwischengeschoss Alte Potsdamer Straße (Treppe Alte Potsdamer Straße);-1;4593568;5820486;52.509.500;13.376.635;9705092;
Zugang;24;Zugang (Treppe) Stresemannstraße;0;4593605;5820432;52.509.009;13.377.165;9705024;
Zwischenpunkt;33;Bahnsteig U2 (Aufzug zum Leipziger Platz);-1;4593660;5820429;52.508.972;13.377.974;9705033;
Zwischenpunkt;110;Bahnsteig Gleis 1+2 (Treppe Mitte zur großen Halle);-4;;;;;9705110;
Zwischenpunkt;104;Große Halle (Treppe Süd zum Bahnsteig Gleis 1+2);-3;;;;;9705104;
Zwischenpunkt;126;Bahnsteig Gleis 1+2 (Aufzug zur großen Halle und Zugang Potsdamer-/Ebertstr.);-4;;;;;9705126;
ÖV;128;Bahnsteig Gleis 1+2 (Regionalbahn);-4;;;;;9705128;
Zwischenpunkt;132;Bahnsteig A S-Bahn (Rolltreppe Nord zum Verteiler);-3;;;;;9705132;
Zwischenpunkt;141;Verteiler (Treppe zum Zugang Leipziger Platz/Bundesrat);-1;;;;;9705141;
Zwischenpunkt;134;Bahnsteig A S-Bahn (Rolltreppe Süd zum Verteiler);-3;;;;;9705134;
Zwischenpunkt;142;Zwischengeschoss Stresemannstraße (Treppe zum Zugang Stresemannstr.);-2;;;;;9705142;
Zwischenpunkt;140;Bahnsteig A S-Bahn (Treppe 2 zum Verteiler);-3;;;;;9705140;
Zugang;16;Zugang (Rolltreppe) Potsdamer-/Ebertstraße;0;4593528;5820517;52.509.785;13.376.055;9705016;
Zugang;18;Zugang (Treppe) Stresemann-/Linkstraße;0;4593547;5820430;52.509.001;13.376.310;9705018;
Zwischenpunkt;35;Bahnsteig A S-Bahn (Rolltreppe zum Zwischengeschoss Voß-/Ebertstraße);-3;4593568;5820486;52.509.500;13.376.635;9705035;
Zwischenpunkt;40;Bahnsteig B S-Bahn (Treppe zum Zwischengeschoss Voß-/Ebertstraße);-3;4593568;5820487;52.509.509;13.376.636;9705040;
